event_id,entity_id,entity_type,timestamp,source_ip,geo_location,geo_lat,geo_lon,resource_accessed,auth_method,auth_result,session_duration,command_sequence,device_fingerprint,bytes_transferred,protocol,label,is_anomaly,anomaly_type,attack_notes,hour,day_of_week,is_weekend,is_off_hours,failed_auth,baseline_event_count,hour_deviation,bytes_zscore,new_location,new_resource,new_device,new_source_ip,new_command_sequence,baseline_source,concept_drift_adapted,source_ip_attempts_1h,source_ip_unique_entities_1h,entity_events_24h,entity_history_count,cold_start_entity,distance_from_previous_km,travel_speed_kmh,impossible_travel_flag
evt_001296,user_029,user,2026-06-11 08:26:12,10.64.49.49,"New York, US",40.7128,-74.006,employee_portal,password,success,134,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,193669,HTTPS,normal,0,none,Expected behavioural baseline,8,3,0,0,0,25,1.0,0.7373999093969785,0,0,0,0,0,entity,0,1,1,2,17,0,0.0,0.0,0
evt_001297,svc_054,service_account,2026-06-11 08:26:56,10.169.49.103,"Hyderabad, IN",17.385,78.4867,database_read,certificate,success,109,token_auth > api_read > api_write > logout,Linux-Server|service-agent,74347,HTTPS,normal,0,none,Expected behavioural baseline,8,3,0,0,0,32,0.0,1.2020836819362113,0,0,0,0,0,entity,0,4,1,5,23,0,0.0,0.0,0
evt_001298,svc_054,service_account,2026-06-11 08:27:03,10.169.49.103,"Hyderabad, IN",17.385,78.4867,database_read,certificate,success,151,token_auth > api_read > api_write > logout,Linux-Server|service-agent,37421,HTTPS,normal,0,none,Expected behavioural baseline,8,3,0,0,0,32,0.0,1.4468399605321067,0,0,0,0,0,entity,0,5,1,6,24,0,0.0,0.0,0
evt_001299,user_029,user,2026-06-11 08:35:35,10.64.49.49,"New York, US",40.7128,-74.006,project_share,password,success,60,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,328777,HTTPS,normal,0,none,Expected behavioural baseline,8,3,0,0,0,25,1.0,0.3170274868184076,0,0,0,0,0,entity,0,2,1,3,18,0,0.0,0.0,0
evt_001300,user_035,user,2026-06-11 08:37:15,10.150.122.129,"Bengaluru, IN",12.9716,77.5946,crm,token,success,116,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,219895,HTTPS,normal,0,none,Expected behavioural baseline,8,3,0,0,0,34,0.0,0.2449072451096803,0,0,0,0,0,entity,0,2,1,4,28,0,0.0,0.0,0
evt_001301,user_019,user,2026-06-11 08:45:23,10.96.195.42,"Hyderabad, IN",17.385,78.4867,project_share,token,success,131,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,253385,HTTPS,normal,0,none,Expected behavioural baseline,8,3,0,0,0,27,2.0,0.08304510793891123,0,0,0,0,0,entity,0,1,1,1,14,0,0.0,0.0,0
evt_001302,svc_052,service_account,2026-06-11 08:51:40,10.202.179.28,"London, UK",51.5072,-0.1276,database_read,token,success,176,token_auth > api_read > api_write > logout,Linux-Server|service-agent,338866,HTTPS,normal,0,none,Expected behavioural baseline,8,3,0,0,0,31,2.0,0.9286498857232733,0,0,0,0,0,entity,0,2,1,4,20,0,0.0,0.0,0
evt_001303,user_007,user,2026-06-11 08:51:49,10.170.58.198,"Mumbai, IN",19.076,72.8777,crm,password,success,125,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,282574,HTTPS,normal,0,none,Expected behavioural baseline,8,3,0,0,0,27,0.0,0.36983415964077343,0,0,0,0,0,entity,0,1,1,3,20,0,0.0,0.0,0
evt_001304,user_007,user,2026-06-11 09:08:10,10.170.58.198,"Mumbai, IN",19.076,72.8777,project_share,token,success,168,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,260433,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,0,27,1.0,0.19177688103317223,0,0,0,0,0,entity,0,2,1,4,21,0,0.0,0.0,0
evt_001305,user_001,user,2026-06-11 09:17:48,10.36.188.27,"Hyderabad, IN",17.385,78.4867,analytics_dashboard,token,success,25,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,251576,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,0,29,2.0,0.4809647335806658,0,0,0,0,0,entity,0,1,1,3,19,0,0.0,0.0,0
evt_001306,user_020,user,2026-06-11 09:24:36,10.29.237.93,"Tokyo, JP",35.6762,139.65,crm,password,success,84,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,37445,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,0,34,1.0,1.609523735384454,0,0,0,0,0,entity,0,1,1,3,23,0,0.0,0.0,0
evt_001307,svc_052,service_account,2026-06-11 09:30:08,10.202.179.28,"London, UK",51.5072,-0.1276,database_read,token,failure,0,token_auth > api_read > api_write > logout,Linux-Server|service-agent,14431,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,1,31,1.0,1.5412154721045759,0,0,0,0,0,entity,0,2,1,4,21,0,0.0,0.0,0
evt_001308,svc_052,service_account,2026-06-11 09:38:44,10.202.179.28,"London, UK",51.5072,-0.1276,telemetry_queue,token,success,77,token_auth > api_read > api_write > logout,Linux-Server|service-agent,193110,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,0,31,1.0,0.18096435162952765,0,0,0,0,0,entity,0,3,1,4,22,0,0.0,0.0,0
evt_001309,user_034,user,2026-06-11 09:39:24,10.49.75.56,"Tokyo, JP",35.6762,139.65,crm,password,success,100,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,80767,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,0,27,1.0,1.6382942091772381,0,0,0,0,0,entity,0,1,1,2,21,0,0.0,0.0,0
evt_001310,svc_054,service_account,2026-06-11 09:41:09,10.169.49.103,"Hyderabad, IN",17.385,78.4867,telemetry_queue,token,success,66,token_auth > api_read > api_write > logout,Linux-Server|service-agent,364667,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,0,32,1.0,0.7222418015161097,0,0,0,0,0,entity,0,1,1,7,25,0,0.0,0.0,0
evt_001311,user_013,user,2026-06-11 09:43:19,10.68.35.64,"Tokyo, JP",35.6762,139.65,project_share,token,success,27,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,310516,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,0,26,1.0,0.8559216513562748,0,0,0,0,0,entity,0,1,1,1,17,0,0.0,0.0,0
evt_001312,user_035,user,2026-06-11 09:47:45,10.150.122.129,"Bengaluru, IN",12.9716,77.5946,analytics_dashboard,token,success,150,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,460152,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,0,34,1.0,1.28354120511544,0,0,0,0,0,entity,0,1,1,5,29,0,0.0,0.0,0
evt_001313,user_002,user,2026-06-11 09:49:36,10.24.55.60,"Bengaluru, IN",12.9716,77.5946,crm,password,success,18,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,86568,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,0,30,1.0,1.1671786513148819,0,0,0,0,0,entity,0,1,1,3,20,0,0.0,0.0,0
evt_001314,user_003,user,2026-06-11 09:52:41,10.115.150.72,"Singapore, SG",1.3521,103.8198,analytics_dashboard,token,success,127,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,336211,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,0,32,3.0,0.7166962806044052,0,0,0,0,0,entity,0,1,1,3,24,0,0.0,0.0,0
evt_001315,user_010,user,2026-06-11 09:55:30,10.119.97.70,"Hyderabad, IN",17.385,78.4867,email,token,success,145,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,238226,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,0,28,1.0,0.06798789650021961,0,0,0,0,0,entity,0,1,1,1,20,0,0.0,0.0,0
evt_001316,user_001,user,2026-06-11 09:57:34,10.36.188.27,"Hyderabad, IN",17.385,78.4867,employee_portal,password,success,43,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,126247,HTTPS,normal,0,none,Expected behavioural baseline,9,3,0,0,0,29,2.0,0.4587629006064301,0,0,0,0,0,entity,0,2,1,4,20,0,0.0,0.0,0
evt_001317,user_005,user,2026-06-11 10:14:51,10.217.88.155,"Mumbai, IN",19.076,72.8777,employee_portal,password,success,52,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,340795,HTTPS,normal,0,none,Expected behavioural baseline,10,3,0,0,0,29,2.0,0.4203205066550845,0,0,0,0,0,entity,0,1,1,2,16,0,0.0,0.0,0
evt_001318,user_013,user,2026-06-11 10:17:09,10.68.35.64,"Tokyo, JP",35.6762,139.65,email,token,success,34,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,12998,HTTPS,normal,0,none,Expected behavioural baseline,10,3,0,0,0,26,0.0,2.0439154838835014,0,0,0,0,0,entity,0,2,1,2,18,0,0.0,0.0,0
evt_001319,user_019,user,2026-06-11 10:21:15,10.96.195.42,"Hyderabad, IN",17.385,78.4867,employee_portal,password,success,175,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,135200,HTTPS,normal,0,none,Expected behavioural baseline,10,3,0,0,0,27,0.0,0.780543636606643,0,0,0,0,0,entity,0,1,1,2,15,0,0.0,0.0,0
evt_001320,svc_052,service_account,2026-06-11 10:25:17,10.202.179.28,"London, UK",51.5072,-0.1276,database_read,token,success,180,token_auth > api_read > api_write > logout,Linux-Server|service-agent,397357,HTTPS,normal,0,none,Expected behavioural baseline,10,3,0,0,0,31,0.0,1.3739313585751811,0,0,0,0,0,entity,0,3,1,5,23,0,0.0,0.0,0
evt_001321,user_025,user,2026-06-11 10:28:29,10.182.161.16,"Bengaluru, IN",12.9716,77.5946,employee_portal,token,success,7,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,249548,HTTPS,normal,0,none,Expected behavioural baseline,10,3,0,0,0,29,1.0,0.0637326577580207,0,0,0,0,0,entity,0,1,1,2,20,0,0.0,0.0,0
evt_001322,user_024,user,2026-06-11 10:32:59,10.58.16.87,"Mumbai, IN",19.076,72.8777,analytics_dashboard,token,success,124,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,190699,HTTPS,normal,0,none,Expected behavioural baseline,10,3,0,0,0,29,1.0,0.453389751455328,0,0,0,0,0,entity,0,1,1,3,20,0,0.0,0.0,0
evt_001323,user_021,user,2026-06-11 10:34:54,10.188.124.209,"Mumbai, IN",19.076,72.8777,crm,token,success,81,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,258296,HTTPS,normal,0,none,Expected behavioural baseline,10,3,0,0,0,32,2.0,0.18815547052850867,0,0,0,0,0,entity,0,1,1,2,24,0,0.0,0.0,0
evt_001324,svc_052,service_account,2026-06-11 10:35:28,10.202.179.28,"London, UK",51.5072,-0.1276,telemetry_queue,token,success,131,token_auth > api_read > api_write > logout,Linux-Server|service-agent,329913,HTTPS,normal,0,none,Expected behavioural baseline,10,3,0,0,0,31,0.0,0.8604923054725829,0,0,0,0,0,entity,0,3,1,6,24,0,0.0,0.0,0
evt_001325,svc_047,service_account,2026-06-11 10:40:03,10.20.241.227,"Bengaluru, IN",12.9716,77.5946,telemetry_queue,certificate,success,158,token_auth > api_read > api_write > logout,Linux-Server|service-agent,53625,HTTPS,normal,0,none,Expected behavioural baseline,10,3,0,0,0,29,1.0,1.2279460976781411,0,0,0,0,0,entity,0,1,1,1,21,0,0.0,0.0,0
evt_001326,user_027,user,2026-06-11 11:04:57,10.201.121.207,"Tokyo, JP",35.6762,139.65,project_share,password,success,135,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,428223,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,23,0.0,1.262576751901033,0,0,0,0,0,entity,0,1,1,1,18,0,0.0,0.0,0
evt_001327,user_015,user,2026-06-11 11:06:48,10.161.40.203,"Mumbai, IN",19.076,72.8777,email,token,success,124,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,110870,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,29,1.0,0.5829665913679261,0,0,0,0,0,entity,0,1,1,1,21,0,0.0,0.0,0
evt_001328,user_015,user,2026-06-11 11:07:29,10.161.40.203,"Mumbai, IN",19.076,72.8777,email,password,success,131,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,404650,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,29,1.0,1.4362265658872475,0,0,0,0,0,entity,0,2,1,2,22,0,0.0,0.0,0
evt_001329,user_015,user,2026-06-11 11:12:38,10.161.40.203,"Mumbai, IN",19.076,72.8777,project_share,password,failure,0,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,127090,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,1,29,1.0,0.47148414528351285,0,0,0,0,0,entity,0,3,1,3,23,0,0.0,0.0,0
evt_001330,user_005,user,2026-06-11 11:14:47,10.217.88.155,"Mumbai, IN",19.076,72.8777,crm,password,success,71,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,295094,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,29,1.0,0.034045546880224424,0,0,0,0,0,entity,0,2,1,3,17,0,0.0,0.0,0
evt_001331,user_029,user,2026-06-11 11:29:33,10.64.49.49,"New York, US",40.7128,-74.006,project_share,token,success,10,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,215483,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,25,2.0,0.5671562582361114,0,0,0,0,0,entity,0,1,1,3,19,0,0.0,0.0,0
evt_001332,svc_047,service_account,2026-06-11 11:31:23,10.20.241.227,"Bengaluru, IN",12.9716,77.5946,database_read,token,failure,0,token_auth > api_read > api_write > logout,Linux-Server|service-agent,240209,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,1,29,2.0,0.008483378049979387,0,0,0,0,0,entity,0,2,1,2,22,0,0.0,0.0,0
evt_001333,user_008,user,2026-06-11 11:39:17,10.117.162.214,"Singapore, SG",1.3521,103.8198,project_share,password,success,100,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,432275,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,29,1.0,0.7930038585727378,0,0,0,0,0,entity,0,1,1,3,22,0,0.0,0.0,0
evt_001334,user_019,user,2026-06-11 11:44:26,10.96.195.42,"Hyderabad, IN",17.385,78.4867,employee_portal,token,success,120,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,452188,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,27,1.0,1.5357170475411435,0,0,0,0,0,entity,0,1,1,3,16,0,0.0,0.0,0
evt_001335,user_038,user,2026-06-11 11:49:32,10.53.171.184,"New York, US",40.7128,-74.006,project_share,password,success,49,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,471899,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,25,2.0,1.2337017640977939,0,0,0,0,0,entity,0,1,1,1,16,0,0.0,0.0,0
evt_001336,svc_052,service_account,2026-06-11 11:53:53,10.202.179.28,"London, UK",51.5072,-0.1276,api_gateway,certificate,success,10,token_auth > api_read > api_write > logout,Linux-Server|service-agent,157072,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,31,1.0,0.45531517002273436,0,0,0,0,0,entity,0,1,1,7,25,0,0.0,0.0,0
evt_001337,user_005,user,2026-06-11 11:54:23,10.217.88.155,"Mumbai, IN",19.076,72.8777,crm,password,success,18,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,145751,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,29,1.0,1.2282345195878384,0,0,0,0,0,entity,0,2,1,4,18,0,0.0,0.0,0
evt_001338,user_025,user,2026-06-11 11:56:03,10.182.161.16,"Bengaluru, IN",12.9716,77.5946,employee_portal,token,success,23,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,427398,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,29,2.0,1.1873548899532353,0,0,0,0,0,entity,0,1,1,3,21,0,0.0,0.0,0
evt_001339,user_033,user,2026-06-11 11:56:34,10.238.200.201,"Singapore, SG",1.3521,103.8198,employee_portal,password,success,157,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,322236,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,27,1.0,0.17858497152176844,0,0,0,0,0,entity,0,1,1,2,21,0,0.0,0.0,0
evt_001340,device_064,edge_device,2026-06-11 11:56:39,10.38.6.12,"Hyderabad, IN",17.385,78.4867,sensor_stream,certificate,success,152,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,278948,HTTPS,normal,0,none,Expected behavioural baseline,11,3,0,0,0,24,0.0,0.33544194539691063,0,0,0,0,0,entity,0,1,1,1,19,0,0.0,0.0,0
evt_001341,svc_053,service_account,2026-06-11 12:00:23,10.210.235.118,"Hyderabad, IN",17.385,78.4867,api_gateway,token,success,74,token_auth > api_read > api_write > logout,Linux-Server|service-agent,126634,HTTPS,normal,0,none,Expected behavioural baseline,12,3,0,0,0,25,1.0,0.288405138489833,0,0,0,0,0,entity,0,1,1,2,18,0,0.0,0.0,0
evt_001342,device_064,edge_device,2026-06-11 12:12:54,10.38.6.12,"Hyderabad, IN",17.385,78.4867,device_health,certificate,success,87,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,122155,HTTPS,normal,0,none,Expected behavioural baseline,12,3,0,0,0,24,1.0,0.7936532736196047,0,0,0,0,0,entity,0,2,1,2,20,0,0.0,0.0,0
evt_001343,user_041,user,2026-06-11 12:23:38,10.73.40.113,"Hyderabad, IN",17.385,78.4867,crm,token,success,129,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,9025,HTTPS,normal,0,none,Expected behavioural baseline,12,3,0,0,0,23,1.0,1.6857830733786883,0,0,0,0,0,entity,0,1,1,3,10,0,0.0,0.0,0
evt_001344,device_060,edge_device,2026-06-11 12:36:34,10.104.178.76,"Singapore, SG",1.3521,103.8198,telemetry_endpoint,certificate,success,87,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,183991,HTTPS,normal,0,none,Expected behavioural baseline,12,3,0,0,0,26,1.0,0.7777337119149875,0,0,0,0,0,entity,0,1,1,2,21,0,0.0,0.0,0
evt_001345,user_041,user,2026-06-11 12:44:32,10.73.40.113,"Hyderabad, IN",17.385,78.4867,project_share,token,success,154,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,303038,HTTPS,normal,0,none,Expected behavioural baseline,12,3,0,0,0,23,1.0,0.49913512590668146,0,0,0,0,0,entity,0,2,1,4,11,0,0.0,0.0,0
evt_001346,user_034,user,2026-06-11 12:51:13,10.49.75.56,"Tokyo, JP",35.6762,139.65,project_share,token,success,127,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,255994,HTTPS,normal,0,none,Expected behavioural baseline,12,3,0,0,0,27,2.0,0.2828958173382395,0,0,0,0,0,entity,0,1,1,2,22,0,0.0,0.0,0
evt_001347,user_004,user,2026-06-11 12:54:33,10.40.55.246,"New York, US",40.7128,-74.006,email,password,success,179,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,112689,HTTPS,normal,0,none,Expected behavioural baseline,12,3,0,0,0,29,0.0,0.8474564664727957,0,0,0,0,0,entity,0,1,1,1,25,0,0.0,0.0,0
evt_001348,user_006,user,2026-06-11 12:54:46,10.21.141.76,"Mumbai, IN",19.076,72.8777,crm,token,success,167,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,353202,HTTPS,normal,0,none,Expected behavioural baseline,12,3,0,0,0,29,2.0,0.6111916901963823,0,0,0,0,0,entity,0,1,1,2,20,0,0.0,0.0,0
evt_001349,user_041,user,2026-06-11 13:00:52,10.73.40.113,"Hyderabad, IN",17.385,78.4867,email,token,success,113,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,458602,HTTPS,normal,0,none,Expected behavioural baseline,13,3,0,0,0,23,0.0,1.6551881397313397,0,0,0,0,0,entity,0,3,1,5,12,0,0.0,0.0,0
evt_001350,user_003,user,2026-06-11 13:18:16,10.115.150.72,"Singapore, SG",1.3521,103.8198,crm,password,success,90,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,47730,HTTPS,normal,0,none,Expected behavioural baseline,13,3,0,0,0,32,1.0,1.3631385396075426,0,0,0,0,0,entity,0,1,1,3,25,0,0.0,0.0,0
evt_001351,user_005,user,2026-06-11 13:34:41,10.217.88.155,"Mumbai, IN",19.076,72.8777,employee_portal,token,success,71,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,193557,HTTPS,normal,0,none,Expected behavioural baseline,13,3,0,0,0,29,1.0,0.8241676342462273,0,0,0,0,0,entity,0,1,1,5,19,0,0.0,0.0,0
evt_001352,user_008,user,2026-06-11 13:41:01,10.117.162.214,"Singapore, SG",1.3521,103.8198,crm,token,success,110,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,23786,HTTPS,normal,0,none,Expected behavioural baseline,13,3,0,0,0,29,1.0,1.652680607263829,0,0,0,0,0,entity,0,1,1,3,23,0,0.0,0.0,0
evt_001353,user_001,user,2026-06-11 13:42:06,10.36.188.27,"Hyderabad, IN",17.385,78.4867,employee_portal,token,success,110,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,368684,HTTPS,normal,0,none,Expected behavioural baseline,13,3,0,0,0,29,2.0,1.3590506018504394,0,0,0,0,0,entity,0,1,1,4,21,0,0.0,0.0,0
evt_001354,user_004,user,2026-06-11 13:42:30,10.40.55.246,"New York, US",40.7128,-74.006,crm,token,success,85,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,95797,HTTPS,normal,0,none,Expected behavioural baseline,13,3,0,0,0,29,1.0,0.99074923970715,0,0,0,0,0,entity,0,2,1,2,26,0,0.0,0.0,0
evt_001355,user_030,user,2026-06-11 14:00:40,10.119.63.224,"Delhi, IN",28.6139,77.209,analytics_dashboard,token,success,139,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,58798,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,0,34,2.0,1.0317442423498269,0,0,0,0,0,entity,0,1,1,1,27,0,0.0,0.0,0
evt_001356,svc_051,service_account,2026-06-11 14:16:49,10.7.45.189,"Delhi, IN",28.6139,77.209,api_gateway,certificate,success,42,token_auth > api_read > api_write > logout,Linux-Server|service-agent,473452,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,0,28,0.0,1.2299052796946641,0,0,0,0,0,entity,0,1,1,2,22,0,0.0,0.0,0
evt_001357,user_004,user,2026-06-11 14:18:41,10.40.55.246,"New York, US",40.7128,-74.006,employee_portal,password,success,171,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,306011,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,0,29,2.0,0.7924704520218672,0,0,0,0,0,entity,0,2,1,3,27,0,0.0,0.0,0
evt_001358,device_057,edge_device,2026-06-11 14:20:58,10.156.130.30,"New York, US",40.7128,-74.006,telemetry_endpoint,certificate,success,78,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,393445,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,0,29,0.0,0.8754483474731751,0,0,0,0,0,entity,0,1,1,2,21,0,0.0,0.0,0
evt_001359,user_018,user,2026-06-11 14:21:13,10.196.45.130,"London, UK",51.5072,-0.1276,email,token,success,9,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,484208,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,0,29,2.0,1.4521212842109672,0,0,0,0,0,entity,0,1,1,3,19,0,0.0,0.0,0
evt_001360,user_038,user,2026-06-11 14:21:26,10.53.171.184,"New York, US",40.7128,-74.006,employee_portal,password,success,70,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,494568,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,0,25,1.0,1.3994750683290431,0,0,0,0,0,entity,0,1,1,2,17,0,0.0,0.0,0
evt_001361,user_032,user,2026-06-11 14:22:52,10.55.221.103,"Tokyo, JP",35.6762,139.65,analytics_dashboard,token,success,148,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,81609,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,0,29,1.0,1.3978197140825306,0,0,0,0,0,entity,0,1,1,5,19,0,0.0,0.0,0
evt_001362,user_028,user,2026-06-11 14:30:13,10.109.105.120,"Singapore, SG",1.3521,103.8198,email,password,success,89,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,341611,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,0,28,1.5,0.9694592800594987,0,0,0,0,0,entity,0,1,1,2,19,0,0.0,0.0,0
evt_001363,device_060,edge_device,2026-06-11 14:34:52,10.104.178.76,"Singapore, SG",1.3521,103.8198,device_health,certificate,success,114,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,292337,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,0,26,1.0,0.003685463224264465,0,0,0,0,0,entity,0,1,1,3,22,0,0.0,0.0,0
evt_001364,user_005,user,2026-06-11 14:38:49,10.217.88.155,"Mumbai, IN",19.076,72.8777,project_share,token,success,88,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,20532,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,0,29,2.0,2.286613202506116,0,0,0,0,0,entity,0,1,1,6,20,0,0.0,0.0,0
evt_001365,svc_055,service_account,2026-06-11 14:39:18,10.165.130.103,"London, UK",51.5072,-0.1276,api_gateway,certificate,success,63,token_auth > api_read > api_write > logout,Linux-Server|service-agent,136846,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,0,23,1.0,0.9615272426524891,0,0,0,0,0,entity,0,1,1,3,17,0,0.0,0.0,0
evt_001366,user_028,user,2026-06-11 14:45:20,10.109.105.120,"Singapore, SG",1.3521,103.8198,project_share,password,failure,0,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,325542,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,1,28,1.5,0.8554165189227777,0,0,0,0,0,entity,0,2,1,3,20,0,0.0,0.0,0
evt_001367,user_028,user,2026-06-11 14:48:29,10.109.105.120,"Singapore, SG",1.3521,103.8198,employee_portal,password,success,179,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,480676,HTTPS,normal,0,none,Expected behavioural baseline,14,3,0,0,0,28,1.5,1.956412828972194,0,0,0,0,0,entity,0,3,1,4,21,0,0.0,0.0,0
evt_001368,device_062,edge_device,2026-06-11 15:06:15,10.156.167.83,"Singapore, SG",1.3521,103.8198,telemetry_endpoint,certificate,success,101,device_connect > telemetry_send > heartbeat,IoT-Linux-5.10|MQTT|device,36513,HTTPS,normal,0,none,Expected behavioural baseline,15,3,0,0,0,29,2.0,1.4736698143851998,0,0,0,0,0,entity,0,1,1,3,23,0,0.0,0.0,0
evt_001369,svc_048,service_account,2026-06-11 15:09:35,10.142.37.111,"New York, US",40.7128,-74.006,telemetry_queue,certificate,success,154,token_auth > api_read > api_write > logout,Linux-Server|service-agent,113908,HTTPS,normal,0,none,Expected behavioural baseline,15,3,0,0,0,27,2.0,1.1425365607906086,0,0,0,0,0,entity,0,1,1,3,17,0,0.0,0.0,0
evt_001370,svc_046,service_account,2026-06-11 15:11:09,10.68.41.190,"Delhi, IN",28.6139,77.209,backup_service,token,success,154,token_auth > api_read > api_write > logout,Linux-Server|service-agent,414962,HTTPS,normal,0,none,Expected behavioural baseline,15,3,0,0,0,25,3.0,1.005230773750183,0,0,0,0,0,entity,0,1,1,2,16,0,0.0,0.0,0
