event_id,entity_id,entity_type,timestamp,source_ip,geo_location,geo_lat,geo_lon,resource_accessed,auth_method,auth_result,session_duration,command_sequence,device_fingerprint,bytes_transferred,protocol,label,is_anomaly,anomaly_type,attack_notes
evt_000261,svc_049,service_account,2026-06-03 09:30:53,10.231.91.54,"New York, US",40.7128,-74.006,database_read,certificate,failure,0,token_auth > api_read > api_write > logout,Linux-Server|service-agent,139655,HTTPS,normal,0,none,Expected behavioural baseline
evt_000262,user_021,user,2026-06-03 09:31:51,10.188.124.209,"Mumbai, IN",19.076,72.8777,crm,token,success,178,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,271696,HTTPS,normal,0,none,Expected behavioural baseline
evt_000263,user_023,user,2026-06-03 09:32:16,10.103.171.167,"Hyderabad, IN",17.385,78.4867,employee_portal,token,success,80,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,321608,HTTPS,normal,0,none,Expected behavioural baseline
evt_000264,user_029,user,2026-06-03 09:35:49,10.64.49.49,"New York, US",40.7128,-74.006,employee_portal,password,success,136,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,448704,HTTPS,normal,0,none,Expected behavioural baseline
evt_000265,user_002,user,2026-06-03 09:36:25,10.24.55.60,"Bengaluru, IN",12.9716,77.5946,crm,token,success,79,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,65384,HTTPS,normal,0,none,Expected behavioural baseline
evt_000266,user_019,user,2026-06-03 09:37:28,10.96.195.42,"Hyderabad, IN",17.385,78.4867,crm,password,success,133,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,313002,HTTPS,normal,0,none,Expected behavioural baseline
evt_000267,user_010,user,2026-06-03 09:38:34,10.119.97.70,"Hyderabad, IN",17.385,78.4867,employee_portal,token,success,138,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,225559,HTTPS,normal,0,none,Expected behavioural baseline
evt_000268,svc_049,service_account,2026-06-03 09:41:25,10.231.91.54,"New York, US",40.7128,-74.006,database_read,token,success,92,token_auth > api_read > api_write > logout,Linux-Server|service-agent,99940,HTTPS,normal,0,none,Expected behavioural baseline
evt_000269,user_010,user,2026-06-03 09:41:59,10.119.97.70,"Hyderabad, IN",17.385,78.4867,email,token,success,63,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,134707,HTTPS,normal,0,none,Expected behavioural baseline
evt_000270,user_019,user,2026-06-03 10:00:21,10.96.195.42,"Hyderabad, IN",17.385,78.4867,employee_portal,password,success,61,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,467571,HTTPS,normal,0,none,Expected behavioural baseline
evt_000271,user_019,user,2026-06-03 10:17:09,10.96.195.42,"Hyderabad, IN",17.385,78.4867,crm,token,success,50,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,118598,HTTPS,normal,0,none,Expected behavioural baseline
evt_000272,user_033,user,2026-06-03 10:30:16,10.238.200.201,"Singapore, SG",1.3521,103.8198,project_share,password,success,26,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,133654,HTTPS,normal,0,none,Expected behavioural baseline
evt_000273,user_036,user,2026-06-03 10:33:23,10.18.152.18,"Mumbai, IN",19.076,72.8777,analytics_dashboard,token,success,83,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,392254,HTTPS,normal,0,none,Expected behavioural baseline
evt_000274,user_034,user,2026-06-03 10:50:11,10.49.75.56,"Tokyo, JP",35.6762,139.65,email,password,success,123,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,295161,HTTPS,normal,0,none,Expected behavioural baseline
evt_000275,user_020,user,2026-06-03 10:50:44,10.29.237.93,"Tokyo, JP",35.6762,139.65,employee_portal,password,success,152,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,406781,HTTPS,normal,0,none,Expected behavioural baseline
evt_000276,user_036,user,2026-06-03 10:52:57,10.18.152.18,"Mumbai, IN",19.076,72.8777,employee_portal,token,success,9,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,268062,HTTPS,normal,0,none,Expected behavioural baseline
evt_000277,user_021,user,2026-06-03 10:58:32,10.188.124.209,"Mumbai, IN",19.076,72.8777,crm,password,success,155,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,305407,HTTPS,normal,0,none,Expected behavioural baseline
evt_000278,user_004,user,2026-06-03 10:59:30,10.40.55.246,"New York, US",40.7128,-74.006,employee_portal,token,success,109,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,99362,HTTPS,normal,0,none,Expected behavioural baseline
evt_000279,user_019,user,2026-06-03 11:06:07,10.96.195.42,"Hyderabad, IN",17.385,78.4867,employee_portal,token,success,14,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,291274,HTTPS,normal,0,none,Expected behavioural baseline
evt_000280,user_019,user,2026-06-03 11:22:57,10.96.195.42,"Hyderabad, IN",17.385,78.4867,employee_portal,token,success,133,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,273850,HTTPS,normal,0,none,Expected behavioural baseline
evt_000281,user_030,user,2026-06-03 11:31:40,10.119.63.224,"Delhi, IN",28.6139,77.209,analytics_dashboard,token,success,56,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,143768,HTTPS,normal,0,none,Expected behavioural baseline
evt_000282,user_038,user,2026-06-03 11:42:53,10.53.171.184,"New York, US",40.7128,-74.006,employee_portal,password,success,62,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,334868,HTTPS,normal,0,none,Expected behavioural baseline
evt_000283,user_015,user,2026-06-03 11:44:37,10.161.40.203,"Mumbai, IN",19.076,72.8777,email,password,success,21,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,195688,HTTPS,normal,0,none,Expected behavioural baseline
evt_000284,user_011,user,2026-06-03 11:48:40,10.211.8.207,"Bengaluru, IN",12.9716,77.5946,analytics_dashboard,password,success,96,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,342942,HTTPS,normal,0,none,Expected behavioural baseline
evt_000285,user_003,user,2026-06-03 11:50:21,10.115.150.72,"Singapore, SG",1.3521,103.8198,analytics_dashboard,password,success,170,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,356512,HTTPS,normal,0,none,Expected behavioural baseline
evt_000286,user_003,user,2026-06-03 11:51:43,10.115.150.72,"Singapore, SG",1.3521,103.8198,employee_portal,token,success,21,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,293356,HTTPS,normal,0,none,Expected behavioural baseline
evt_000287,user_029,user,2026-06-03 11:55:50,10.64.49.49,"New York, US",40.7128,-74.006,project_share,token,success,97,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,479534,HTTPS,normal,0,none,Expected behavioural baseline
evt_000288,svc_051,service_account,2026-06-03 11:57:20,10.7.45.189,"Delhi, IN",28.6139,77.209,telemetry_queue,certificate,success,114,token_auth > api_read > api_write > logout,Linux-Server|service-agent,139937,HTTPS,normal,0,none,Expected behavioural baseline
evt_000289,svc_055,service_account,2026-06-03 12:06:26,10.165.130.103,"London, UK",51.5072,-0.1276,database_read,certificate,success,86,token_auth > api_read > api_write > logout,Linux-Server|service-agent,389017,HTTPS,normal,0,none,Expected behavioural baseline
evt_000290,user_003,user,2026-06-03 12:09:35,10.115.150.72,"Singapore, SG",1.3521,103.8198,crm,token,success,33,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,411937,HTTPS,normal,0,none,Expected behavioural baseline
evt_000291,device_064,edge_device,2026-06-03 12:12:16,10.38.6.12,"Hyderabad, IN",17.385,78.4867,device_health,certificate,success,84,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,484580,HTTPS,normal,0,none,Expected behavioural baseline
evt_000292,svc_051,service_account,2026-06-03 12:15:53,10.7.45.189,"Delhi, IN",28.6139,77.209,telemetry_queue,certificate,success,42,token_auth > api_read > api_write > logout,Linux-Server|service-agent,448064,HTTPS,normal,0,none,Expected behavioural baseline
evt_000293,user_033,user,2026-06-03 12:17:26,10.238.200.201,"Singapore, SG",1.3521,103.8198,project_share,password,success,81,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,408934,HTTPS,normal,0,none,Expected behavioural baseline
evt_000294,device_057,edge_device,2026-06-03 12:19:13,10.156.130.30,"New York, US",40.7128,-74.006,firmware_status,certificate,success,88,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,53286,HTTPS,normal,0,none,Expected behavioural baseline
evt_000295,user_028,user,2026-06-03 12:19:27,10.109.105.120,"Singapore, SG",1.3521,103.8198,email,password,failure,0,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,101432,HTTPS,normal,0,none,Expected behavioural baseline
evt_000296,user_008,user,2026-06-03 12:21:17,10.117.162.214,"Singapore, SG",1.3521,103.8198,project_share,token,success,75,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,141916,HTTPS,normal,0,none,Expected behavioural baseline
evt_000297,device_060,edge_device,2026-06-03 12:21:34,10.104.178.76,"Singapore, SG",1.3521,103.8198,firmware_status,certificate,success,164,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,363058,HTTPS,normal,0,none,Expected behavioural baseline
evt_000298,svc_052,service_account,2026-06-03 12:36:14,10.202.179.28,"London, UK",51.5072,-0.1276,telemetry_queue,certificate,success,56,token_auth > api_read > api_write > logout,Linux-Server|service-agent,287456,HTTPS,normal,0,none,Expected behavioural baseline
evt_000299,user_033,user,2026-06-03 12:49:56,10.238.200.201,"Singapore, SG",1.3521,103.8198,email,token,success,127,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,111272,HTTPS,normal,0,none,Expected behavioural baseline
evt_000300,user_023,user,2026-06-03 13:05:19,10.103.171.167,"Hyderabad, IN",17.385,78.4867,employee_portal,token,success,112,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,280134,HTTPS,normal,0,none,Expected behavioural baseline
evt_000301,user_005,user,2026-06-03 13:15:36,10.217.88.155,"Mumbai, IN",19.076,72.8777,project_share,password,success,180,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,204613,HTTPS,normal,0,none,Expected behavioural baseline
evt_000302,user_023,user,2026-06-03 13:16:30,10.103.171.167,"Hyderabad, IN",17.385,78.4867,project_share,token,success,171,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,489526,HTTPS,normal,0,none,Expected behavioural baseline
evt_000303,user_023,user,2026-06-03 13:22:45,10.103.171.167,"Hyderabad, IN",17.385,78.4867,employee_portal,token,success,124,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,395696,HTTPS,normal,0,none,Expected behavioural baseline
evt_000304,svc_055,service_account,2026-06-03 13:23:05,10.165.130.103,"London, UK",51.5072,-0.1276,api_gateway,token,success,124,token_auth > api_read > api_write > logout,Linux-Server|service-agent,288578,HTTPS,normal,0,none,Expected behavioural baseline
evt_000305,user_008,user,2026-06-03 13:27:25,10.117.162.214,"Singapore, SG",1.3521,103.8198,employee_portal,token,success,103,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,7447,HTTPS,normal,0,none,Expected behavioural baseline
evt_000306,user_038,user,2026-06-03 13:29:26,10.53.171.184,"New York, US",40.7128,-74.006,employee_portal,password,success,154,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,237424,HTTPS,normal,0,none,Expected behavioural baseline
evt_000307,svc_053,service_account,2026-06-03 13:29:59,10.210.235.118,"Hyderabad, IN",17.385,78.4867,database_read,certificate,success,50,token_auth > api_read > api_write > logout,Linux-Server|service-agent,104165,HTTPS,normal,0,none,Expected behavioural baseline
evt_000308,user_003,user,2026-06-03 13:38:34,10.115.150.72,"Singapore, SG",1.3521,103.8198,analytics_dashboard,password,success,41,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,157710,HTTPS,normal,0,none,Expected behavioural baseline
evt_000309,device_057,edge_device,2026-06-03 13:45:47,10.156.130.30,"New York, US",40.7128,-74.006,telemetry_endpoint,certificate,success,108,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,22427,HTTPS,normal,0,none,Expected behavioural baseline
evt_000310,user_030,user,2026-06-03 13:46:38,10.119.63.224,"Delhi, IN",28.6139,77.209,employee_portal,token,success,66,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,460795,HTTPS,normal,0,none,Expected behavioural baseline
evt_000311,user_033,user,2026-06-03 13:46:44,10.238.200.201,"Singapore, SG",1.3521,103.8198,employee_portal,password,success,21,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,213424,HTTPS,normal,0,none,Expected behavioural baseline
evt_000312,svc_051,service_account,2026-06-03 13:52:16,10.7.45.189,"Delhi, IN",28.6139,77.209,telemetry_queue,certificate,success,143,token_auth > api_read > api_write > logout,Linux-Server|service-agent,419825,HTTPS,normal,0,none,Expected behavioural baseline
evt_000313,user_030,user,2026-06-03 13:55:32,10.119.63.224,"Delhi, IN",28.6139,77.209,analytics_dashboard,token,success,135,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,107172,HTTPS,normal,0,none,Expected behavioural baseline
evt_000314,user_033,user,2026-06-03 14:08:09,10.238.200.201,"Singapore, SG",1.3521,103.8198,employee_portal,password,success,65,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,53160,HTTPS,normal,0,none,Expected behavioural baseline
evt_000315,user_006,user,2026-06-03 14:20:23,10.21.141.76,"Mumbai, IN",19.076,72.8777,employee_portal,password,success,102,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,410516,HTTPS,normal,0,none,Expected behavioural baseline
evt_000316,user_038,user,2026-06-03 14:37:34,10.53.171.184,"New York, US",40.7128,-74.006,employee_portal,password,success,165,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,106389,HTTPS,normal,0,none,Expected behavioural baseline
evt_000317,user_008,user,2026-06-03 14:42:31,10.117.162.214,"Singapore, SG",1.3521,103.8198,crm,password,success,135,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,44346,HTTPS,normal,0,none,Expected behavioural baseline
evt_000318,user_028,user,2026-06-03 14:56:45,10.109.105.120,"Singapore, SG",1.3521,103.8198,employee_portal,password,success,160,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,344261,HTTPS,normal,0,none,Expected behavioural baseline
evt_000319,device_064,edge_device,2026-06-03 14:56:53,10.38.6.12,"Hyderabad, IN",17.385,78.4867,sensor_stream,certificate,success,45,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,353207,HTTPS,normal,0,none,Expected behavioural baseline
evt_000320,svc_050,service_account,2026-06-03 15:00:20,10.227.223.105,"New York, US",40.7128,-74.006,database_read,token,success,75,token_auth > api_read > api_write > logout,Linux-Server|service-agent,483194,HTTPS,normal,0,none,Expected behavioural baseline
evt_000321,user_032,user,2026-06-03 15:09:56,10.55.221.103,"Tokyo, JP",35.6762,139.65,analytics_dashboard,password,success,36,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,373505,HTTPS,normal,0,none,Expected behavioural baseline
evt_000322,user_043,user,2026-06-03 15:31:13,10.40.69.73,"Mumbai, IN",19.076,72.8777,email,token,success,70,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,73161,HTTPS,normal,0,none,Expected behavioural baseline
evt_000323,device_057,edge_device,2026-06-03 15:41:44,10.156.130.30,"New York, US",40.7128,-74.006,device_health,certificate,success,165,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,291812,HTTPS,normal,0,none,Expected behavioural baseline
evt_000324,user_016,user,2026-06-03 15:51:19,10.65.248.142,"Tokyo, JP",35.6762,139.65,employee_portal,token,success,56,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,222219,HTTPS,normal,0,none,Expected behavioural baseline
evt_000325,user_014,user,2026-06-03 15:56:27,10.103.92.57,"Singapore, SG",1.3521,103.8198,analytics_dashboard,password,success,161,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,243546,HTTPS,normal,0,none,Expected behavioural baseline
evt_000326,device_060,edge_device,2026-06-03 16:05:02,10.104.178.76,"Singapore, SG",1.3521,103.8198,device_health,certificate,success,177,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,413816,HTTPS,normal,0,none,Expected behavioural baseline
evt_000327,user_039,user,2026-06-03 16:11:04,10.166.76.118,"Delhi, IN",28.6139,77.209,project_share,password,success,88,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,302725,HTTPS,normal,0,none,Expected behavioural baseline
evt_000328,user_039,user,2026-06-03 16:11:45,10.166.76.118,"Delhi, IN",28.6139,77.209,project_share,password,success,39,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,104836,HTTPS,normal,0,none,Expected behavioural baseline
evt_000329,user_026,user,2026-06-03 16:20:04,10.61.71.172,"Mumbai, IN",19.076,72.8777,employee_portal,password,success,71,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,406592,HTTPS,normal,0,none,Expected behavioural baseline
evt_000330,device_061,edge_device,2026-06-03 16:22:07,10.146.77.104,"Delhi, IN",28.6139,77.209,telemetry_endpoint,certificate,success,178,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,74549,HTTPS,normal,0,none,Expected behavioural baseline
evt_000331,device_057,edge_device,2026-06-03 16:35:29,10.156.130.30,"New York, US",40.7128,-74.006,telemetry_endpoint,certificate,success,162,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,357000,HTTPS,normal,0,none,Expected behavioural baseline
evt_000332,user_009,user,2026-06-03 16:42:21,10.69.179.240,"Hyderabad, IN",17.385,78.4867,email,token,success,80,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,119528,HTTPS,normal,0,none,Expected behavioural baseline
evt_000333,user_032,user,2026-06-03 16:43:25,10.55.221.103,"Tokyo, JP",35.6762,139.65,employee_portal,password,success,176,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,108353,HTTPS,normal,0,none,Expected behavioural baseline
evt_000334,device_057,edge_device,2026-06-03 16:55:27,10.156.130.30,"New York, US",40.7128,-74.006,device_health,certificate,success,14,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,43751,HTTPS,normal,0,none,Expected behavioural baseline
evt_000335,device_062,edge_device,2026-06-03 16:56:24,10.156.167.83,"Singapore, SG",1.3521,103.8198,telemetry_endpoint,certificate,success,113,device_connect > telemetry_send > heartbeat,IoT-Linux-5.10|MQTT|device,112370,HTTPS,normal,0,none,Expected behavioural baseline
evt_000336,user_014,user,2026-06-03 17:00:00,10.103.92.57,"Singapore, SG",1.3521,103.8198,analytics_dashboard,password,success,171,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,316285,HTTPS,normal,0,none,Expected behavioural baseline
evt_000337,user_037,user,2026-06-03 17:10:43,10.153.10.159,"Hyderabad, IN",17.385,78.4867,project_share,token,success,12,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,22357,HTTPS,normal,0,none,Expected behavioural baseline
evt_000338,user_045,user,2026-06-03 17:16:45,10.109.212.71,"Mumbai, IN",19.076,72.8777,project_share,token,success,53,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,140987,HTTPS,normal,0,none,Expected behavioural baseline
evt_000339,user_017,user,2026-06-03 17:21:48,10.88.28.76,"London, UK",51.5072,-0.1276,crm,password,success,10,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,19623,HTTPS,normal,0,none,Expected behavioural baseline
evt_000340,user_022,user,2026-06-03 17:23:38,10.43.67.136,"Tokyo, JP",35.6762,139.65,email,password,success,66,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,152957,HTTPS,normal,0,none,Expected behavioural baseline
evt_000341,user_037,user,2026-06-03 17:24:00,10.153.10.159,"Hyderabad, IN",17.385,78.4867,email,token,success,13,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,284461,HTTPS,normal,0,none,Expected behavioural baseline
evt_000342,user_043,user,2026-06-03 17:24:59,10.40.69.73,"Mumbai, IN",19.076,72.8777,project_share,token,success,6,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,257429,HTTPS,normal,0,none,Expected behavioural baseline
evt_000343,device_056,edge_device,2026-06-03 17:30:03,10.247.67.10,"Delhi, IN",28.6139,77.209,sensor_stream,certificate,success,44,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,495843,HTTPS,normal,0,none,Expected behavioural baseline
evt_000344,device_061,edge_device,2026-06-03 17:31:14,10.146.77.104,"Delhi, IN",28.6139,77.209,sensor_stream,certificate,success,45,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,56354,HTTPS,normal,0,none,Expected behavioural baseline
evt_000345,user_014,user,2026-06-03 17:31:38,10.103.92.57,"Singapore, SG",1.3521,103.8198,project_share,password,success,21,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,426765,HTTPS,normal,0,none,Expected behavioural baseline
evt_000346,user_039,user,2026-06-03 17:43:43,10.166.76.118,"Delhi, IN",28.6139,77.209,email,password,success,141,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,404244,HTTPS,normal,0,none,Expected behavioural baseline
evt_000347,user_031,user,2026-06-03 17:46:10,10.139.214.4,"Bengaluru, IN",12.9716,77.5946,crm,password,success,68,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,320372,HTTPS,normal,0,none,Expected behavioural baseline
evt_000348,user_018,user,2026-06-03 17:50:09,10.196.45.130,"London, UK",51.5072,-0.1276,email,password,success,67,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,286823,HTTPS,normal,0,none,Expected behavioural baseline
evt_000349,user_042,user,2026-06-03 17:50:29,10.210.141.77,"Bengaluru, IN",12.9716,77.5946,crm,token,success,135,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,169812,HTTPS,normal,0,none,Expected behavioural baseline
evt_000350,user_043,user,2026-06-03 18:02:03,10.40.69.73,"Mumbai, IN",19.076,72.8777,email,token,success,150,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,498129,HTTPS,normal,0,none,Expected behavioural baseline
evt_000351,user_045,user,2026-06-03 18:07:25,10.109.212.71,"Mumbai, IN",19.076,72.8777,email,password,success,160,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,132117,HTTPS,normal,0,none,Expected behavioural baseline
evt_000352,device_059,edge_device,2026-06-03 18:09:08,10.81.169.218,"New York, US",40.7128,-74.006,firmware_status,certificate,success,177,device_connect > telemetry_send > heartbeat,IoT-Linux-5.10|MQTT|device,64704,HTTPS,normal,0,none,Expected behavioural baseline
evt_000353,device_059,edge_device,2026-06-03 18:24:27,10.81.169.218,"New York, US",40.7128,-74.006,device_health,certificate,success,33,device_connect > telemetry_send > heartbeat,IoT-Linux-5.10|MQTT|device,49662,HTTPS,normal,0,none,Expected behavioural baseline
evt_000354,device_061,edge_device,2026-06-03 18:33:54,10.146.77.104,"Delhi, IN",28.6139,77.209,sensor_stream,certificate,success,170,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,161843,HTTPS,normal,0,none,Expected behavioural baseline
evt_000355,device_061,edge_device,2026-06-03 18:37:01,10.146.77.104,"Delhi, IN",28.6139,77.209,sensor_stream,certificate,success,165,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,140665,HTTPS,normal,0,none,Expected behavioural baseline
evt_000356,user_016,user,2026-06-03 18:40:13,10.65.248.142,"Tokyo, JP",35.6762,139.65,employee_portal,token,success,78,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,343712,HTTPS,normal,0,none,Expected behavioural baseline
evt_000357,device_062,edge_device,2026-06-03 18:40:47,10.156.167.83,"Singapore, SG",1.3521,103.8198,firmware_status,certificate,success,112,device_connect > telemetry_send > heartbeat,IoT-Linux-5.10|MQTT|device,475826,HTTPS,normal,0,none,Expected behavioural baseline
evt_000358,user_039,user,2026-06-03 18:41:05,10.166.76.118,"Delhi, IN",28.6139,77.209,email,token,success,120,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,333238,HTTPS,normal,0,none,Expected behavioural baseline
evt_000359,user_045,user,2026-06-03 18:51:11,10.109.212.71,"Mumbai, IN",19.076,72.8777,email,password,success,99,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,50339,HTTPS,normal,0,none,Expected behavioural baseline
evt_000360,user_042,user,2026-06-03 18:52:18,10.210.141.77,"Bengaluru, IN",12.9716,77.5946,analytics_dashboard,token,success,103,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,422783,HTTPS,normal,0,none,Expected behavioural baseline
evt_000361,device_065,edge_device,2026-06-03 19:02:17,10.148.49.184,"Singapore, SG",1.3521,103.8198,firmware_status,certificate,success,55,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,482096,HTTPS,normal,0,none,Expected behavioural baseline
evt_000362,user_031,user,2026-06-03 19:14:22,10.139.214.4,"Bengaluru, IN",12.9716,77.5946,crm,password,success,91,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,241835,HTTPS,normal,0,none,Expected behavioural baseline
evt_000363,user_031,user,2026-06-03 19:16:57,10.139.214.4,"Bengaluru, IN",12.9716,77.5946,crm,password,success,158,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,262325,HTTPS,normal,0,none,Expected behavioural baseline
evt_000364,device_062,edge_device,2026-06-03 19:42:08,10.156.167.83,"Singapore, SG",1.3521,103.8198,firmware_status,certificate,success,23,device_connect > telemetry_send > heartbeat,IoT-Linux-5.10|MQTT|device,30411,HTTPS,normal,0,none,Expected behavioural baseline
evt_000365,user_042,user,2026-06-03 19:45:53,10.210.141.77,"Bengaluru, IN",12.9716,77.5946,analytics_dashboard,token,success,5,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,428500,HTTPS,normal,0,none,Expected behavioural baseline
evt_000366,user_017,user,2026-06-03 19:55:02,10.88.28.76,"London, UK",51.5072,-0.1276,analytics_dashboard,token,success,151,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,167372,HTTPS,normal,0,none,Expected behavioural baseline
evt_000367,user_017,user,2026-06-03 19:58:02,10.88.28.76,"London, UK",51.5072,-0.1276,crm,password,success,135,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,227777,HTTPS,normal,0,none,Expected behavioural baseline
evt_000368,user_009,user,2026-06-03 20:06:10,10.69.179.240,"Hyderabad, IN",17.385,78.4867,project_share,password,success,165,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,39326,HTTPS,normal,0,none,Expected behavioural baseline
evt_000369,user_012,user,2026-06-03 20:11:12,10.225.183.81,"Hyderabad, IN",17.385,78.4867,email,token,success,148,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,490674,HTTPS,normal,0,none,Expected behavioural baseline
evt_000370,svc_046,service_account,2026-06-03 20:51:47,10.68.41.190,"Delhi, IN",28.6139,77.209,api_gateway,token,success,121,token_auth > api_read > api_write > logout,Linux-Server|service-agent,381281,HTTPS,normal,0,none,Expected behavioural baseline
evt_000371,user_025,user,2026-06-04 06:09:01,10.182.161.16,"Bengaluru, IN",12.9716,77.5946,email,token,success,35,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,300808,HTTPS,normal,0,none,Expected behavioural baseline
evt_000372,user_020,user,2026-06-04 06:15:13,10.29.237.93,"Tokyo, JP",35.6762,139.65,analytics_dashboard,password,success,32,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,233009,HTTPS,normal,0,none,Expected behavioural baseline
evt_000373,user_007,user,2026-06-04 06:25:04,10.170.58.198,"Mumbai, IN",19.076,72.8777,project_share,password,success,116,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,352311,HTTPS,normal,0,none,Expected behavioural baseline
