event_id,entity_id,entity_type,timestamp,source_ip,geo_location,geo_lat,geo_lon,resource_accessed,auth_method,auth_result,session_duration,command_sequence,device_fingerprint,bytes_transferred,protocol,label,is_anomaly,anomaly_type,attack_notes,hour,day_of_week,is_weekend,is_off_hours,failed_auth,baseline_event_count,hour_deviation,bytes_zscore,new_location,new_resource,new_device,new_source_ip,new_command_sequence,baseline_source,concept_drift_adapted,source_ip_attempts_1h,source_ip_unique_entities_1h,entity_events_24h,entity_history_count,cold_start_entity,distance_from_previous_km,travel_speed_kmh,impossible_travel_flag,isolation_risk,supervised_anomaly_probability,cold_start_safe_context,risk_score,risk_tier,predicted_anomaly,evaluation_partition,predicted_attack_type,explanation
evt_000549,user_015,user,2026-06-05 09:53:23,10.161.40.203,"Mumbai, IN",19.076,72.8777,project_share,password,success,165,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,183916,HTTPS,normal,0,none,Expected behavioural baseline,9,4,0,0,0,29,1.0,0.0809106877500439,0,0,0,0,0,entity,0,1,1,3,6,1,0.0,0.0,0,0.10602648947608243,0.000564016223832172,1,4.8,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000550,user_001,user,2026-06-05 09:58:17,10.36.188.27,"Hyderabad, IN",17.385,78.4867,employee_portal,password,success,20,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,91991,HTTPS,normal,0,none,Expected behavioural baseline,9,4,0,0,0,29,2.0,0.7156173384198106,0,0,0,0,0,entity,0,1,1,1,1,1,0.0,0.0,0,0.21021148677855428,0.0002486724618618439,1,9.47,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000551,user_040,user,2026-06-05 09:59:33,10.138.54.130,"Mumbai, IN",19.076,72.8777,employee_portal,password,success,55,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,490219,HTTPS,normal,0,none,Expected behavioural baseline,9,4,0,0,0,24,0.5,1.8695234878064049,0,0,0,0,0,entity,0,1,1,4,8,1,0.0,0.0,0,0.3702307235663561,0.0004992396025939338,1,16.69,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000552,user_002,user,2026-06-05 10:02:02,10.24.55.60,"Bengaluru, IN",12.9716,77.5946,employee_portal,token,success,34,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,55956,HTTPS,normal,0,none,Expected behavioural baseline,10,4,0,0,0,30,2.0,1.4022484746921495,0,0,0,0,0,entity,0,2,1,4,10,0,0.0,0.0,0,0.278843161373357,6.47766212382381e-05,0,12.55,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000553,user_002,user,2026-06-05 10:15:37,10.24.55.60,"Bengaluru, IN",12.9716,77.5946,employee_portal,password,success,49,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,144129,HTTPS,normal,0,none,Expected behavioural baseline,10,4,0,0,0,30,2.0,0.7251672145117034,0,0,0,0,0,entity,0,3,1,5,11,0,0.0,0.0,0,0.5665723507024306,0.0002486724618618439,0,25.51,Medium,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000554,user_024,user,2026-06-05 10:18:39,10.58.16.87,"Mumbai, IN",19.076,72.8777,analytics_dashboard,password,success,82,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,260236,HTTPS,normal,0,none,Expected behavioural baseline,10,4,0,0,0,29,1.0,0.1098704480506685,0,0,0,0,0,entity,0,1,1,3,4,1,0.0,0.0,0,0.09414402637181837,0.000564016223832172,1,4.27,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000555,user_025,user,2026-06-05 10:19:47,10.182.161.16,"Bengaluru, IN",12.9716,77.5946,crm,password,success,36,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,200239,HTTPS,normal,0,none,Expected behavioural baseline,10,4,0,0,0,29,1.0,0.410597295880564,0,0,0,0,0,entity,0,1,1,6,11,0,0.0,0.0,0,0.37325126755495586,0.001194317238300823,0,16.86,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000556,user_020,user,2026-06-05 10:24:27,10.29.237.93,"Tokyo, JP",35.6762,139.65,crm,password,failure,0,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,490483,HTTPS,normal,0,none,Expected behavioural baseline,10,4,0,0,1,34,2.0,1.5032981508609613,0,0,0,0,0,entity,0,1,1,3,11,0,0.0,0.0,0,0.8165625856213482,0.003068433866666053,0,36.91,Medium,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000557,svc_052,service_account,2026-06-05 10:26:35,10.202.179.28,"London, UK",51.5072,-0.1276,api_gateway,token,success,76,token_auth > api_read > api_write > logout,Linux-Server|service-agent,365822,HTTPS,normal,0,none,Expected behavioural baseline,10,4,0,0,0,31,0.0,1.1338610700455798,0,0,0,0,0,entity,0,1,1,1,5,1,0.0,0.0,0,0.25101719607182665,0.00046528482691671224,1,11.32,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000558,svc_052,service_account,2026-06-05 10:29:03,10.202.179.28,"London, UK",51.5072,-0.1276,database_read,certificate,success,24,token_auth > api_read > api_write > logout,Linux-Server|service-agent,290771,HTTPS,normal,0,none,Expected behavioural baseline,10,4,0,0,0,31,0.0,0.5625112928318454,0,0,0,0,0,entity,0,2,1,2,6,1,0.0,0.0,0,0.27092354503669164,0.00046528482691671224,1,12.22,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000559,user_013,user,2026-06-05 10:41:40,10.68.35.64,"Tokyo, JP",35.6762,139.65,email,password,success,175,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,209725,HTTPS,normal,0,none,Expected behavioural baseline,10,4,0,0,0,26,0.0,0.1264642368856207,0,0,0,0,0,entity,0,1,1,2,8,1,0.0,0.0,0,0.14956579338817097,0.003737848044670996,1,6.94,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000560,user_036,user,2026-06-05 10:53:06,10.18.152.18,"Mumbai, IN",19.076,72.8777,employee_portal,password,success,156,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,76182,HTTPS,normal,0,none,Expected behavioural baseline,10,4,0,0,0,30,0.0,1.4181712880465918,0,0,0,0,0,entity,0,1,1,2,11,0,0.0,0.0,0,0.1666057572585011,0.0015948254439792971,0,7.58,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000561,user_020,user,2026-06-05 10:53:50,10.29.237.93,"Tokyo, JP",35.6762,139.65,analytics_dashboard,password,success,134,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,45980,HTTPS,normal,0,none,Expected behavioural baseline,10,4,0,0,0,34,2.0,1.5508797920527586,0,0,0,0,0,entity,0,2,1,4,12,0,0.0,0.0,0,0.3203682612535674,0.0002486724618618439,0,14.43,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000562,user_040,user,2026-06-05 10:58:11,10.138.54.130,"Mumbai, IN",19.076,72.8777,crm,password,success,163,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,383363,HTTPS,normal,0,none,Expected behavioural baseline,10,4,0,0,0,24,0.5,1.0930414605125458,0,0,0,0,0,entity,0,2,1,5,9,1,0.0,0.0,0,0.33898996516833224,0.000564016223832172,1,15.29,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000563,user_003,user,2026-06-05 11:03:28,10.115.150.72,"Singapore, SG",1.3521,103.8198,analytics_dashboard,token,success,26,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,269528,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,32,1.0,0.2359380146659436,0,0,0,0,0,entity,0,1,1,2,12,0,0.0,0.0,0,0.03332358840264676,0.0015771210989345384,0,1.59,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000564,svc_052,service_account,2026-06-05 11:10:19,10.202.179.28,"London, UK",51.5072,-0.1276,database_read,token,success,27,token_auth > api_read > api_write > logout,Linux-Server|service-agent,315318,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,31,1.0,0.7493831930232557,0,0,0,0,0,entity,0,3,1,3,7,1,0.0,0.0,0,0.4143822597528068,6.47766212382381e-05,0,18.65,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000565,user_001,user,2026-06-05 11:26:21,10.36.188.27,"Hyderabad, IN",17.385,78.4867,crm,token,success,111,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,37645,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,29,0.0,1.123108326200228,0,0,0,0,0,entity,0,1,1,2,2,1,0.0,0.0,0,0.10980956457325912,0.0007806285888870405,1,4.98,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000566,user_033,user,2026-06-05 11:29:28,10.238.200.201,"Singapore, SG",1.3521,103.8198,project_share,password,success,15,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,185068,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,27,1.0,0.7784825562648279,0,0,0,0,0,entity,0,1,1,3,12,0,0.0,0.0,0,0.0,0.000564016223832172,0,0.03,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000567,user_038,user,2026-06-05 11:34:50,10.53.171.184,"New York, US",40.7128,-74.006,project_share,token,success,168,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,303194,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,25,2.0,0.0,0,0,0,0,0,entity,0,1,1,3,8,1,0.0,0.0,0,0.19286432726840386,6.47766212382381e-05,1,8.68,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000568,device_063,edge_device,2026-06-05 11:35:21,10.169.21.73,"Tokyo, JP",35.6762,139.65,firmware_status,certificate,success,120,device_connect > telemetry_send > heartbeat,IoT-Linux-5.10|MQTT|device,146027,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,27,1.0,1.345236209341697,0,0,0,0,0,entity,0,1,1,3,6,1,0.0,0.0,0,0.02975577340218499,6.47766212382381e-05,1,1.34,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000569,user_030,user,2026-06-05 11:37:47,10.119.63.224,"Delhi, IN",28.6139,77.209,analytics_dashboard,token,success,166,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,30175,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,34,1.0,1.2417961332737706,0,0,0,0,0,entity,0,1,1,4,14,0,0.0,0.0,0,0.07364080957963959,0.0003801203832085662,0,3.33,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000570,user_015,user,2026-06-05 11:38:33,10.161.40.203,"Mumbai, IN",19.076,72.8777,project_share,password,success,82,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,20078,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,29,1.0,1.206993363556338,0,0,0,0,0,entity,0,1,1,2,7,1,0.0,0.0,0,0.01216718028111899,0.0009645244295106461,1,0.6,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000571,user_030,user,2026-06-05 11:39:42,10.119.63.224,"Delhi, IN",28.6139,77.209,employee_portal,password,success,127,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,263370,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,34,1.0,0.4695217126546455,0,0,0,0,0,entity,0,2,1,5,15,0,0.0,0.0,0,0.23575352461874585,0.000564016223832172,0,10.64,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000572,device_064,edge_device,2026-06-05 11:42:51,10.38.6.12,"Hyderabad, IN",17.385,78.4867,sensor_stream,certificate,success,131,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,72898,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,24,0.0,1.1483619864007653,0,0,0,0,0,entity,0,1,1,1,5,1,0.0,0.0,0,0.25397156457003434,0.00046528482691671224,1,11.45,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000573,svc_053,service_account,2026-06-05 11:46:41,10.210.235.118,"Hyderabad, IN",17.385,78.4867,api_gateway,token,failure,0,token_auth > api_read > api_write > logout,Linux-Server|service-agent,167330,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,1,25,0.0,0.0,0,0,0,0,0,entity,0,1,1,1,5,1,0.0,0.0,0,1.0,6.47766212382381e-05,0,45.0,Medium,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000574,user_004,user,2026-06-05 11:46:48,10.40.55.246,"New York, US",40.7128,-74.006,employee_portal,password,success,174,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,224802,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,29,1.0,0.1035844218544104,0,0,0,0,0,entity,0,1,1,1,9,1,0.0,0.0,0,0.25402304549322685,0.0009645244295106461,1,11.48,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000575,user_040,user,2026-06-05 11:47:43,10.138.54.130,"Mumbai, IN",19.076,72.8777,crm,password,success,33,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,205583,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,24,1.5,0.1988183771409525,0,0,0,0,0,entity,0,2,1,5,10,0,0.0,0.0,0,0.3881120836895152,0.0002486724618618439,0,17.48,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000576,user_015,user,2026-06-05 11:48:50,10.161.40.203,"Mumbai, IN",19.076,72.8777,email,password,success,9,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,411161,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,29,1.0,1.4809776267044863,0,0,0,0,0,entity,0,2,1,3,8,1,0.0,0.0,0,0.1450323524670759,0.0002486724618618439,1,6.54,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000577,user_030,user,2026-06-05 11:51:15,10.119.63.224,"Delhi, IN",28.6139,77.209,project_share,password,success,170,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,224681,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,34,1.0,0.1855997754727827,0,0,0,0,0,entity,0,3,1,6,16,0,0.0,0.0,0,0.6414044668854862,0.000564016223832172,0,28.89,Medium,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000578,device_064,edge_device,2026-06-05 11:51:31,10.38.6.12,"Hyderabad, IN",17.385,78.4867,telemetry_endpoint,certificate,success,48,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,345988,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,24,0.0,0.8182093105399156,0,0,0,0,0,entity,0,2,1,2,6,1,0.0,0.0,0,0.2616412678645474,0.00046528482691671224,1,11.8,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000579,user_028,user,2026-06-05 11:54:16,10.109.105.120,"Singapore, SG",1.3521,103.8198,employee_portal,password,success,48,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,197132,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,28,1.5,0.0559177867319823,0,0,0,0,0,entity,0,1,1,2,10,0,0.0,0.0,0,0.1795834524483563,0.0002486724618618439,0,8.09,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000580,device_064,edge_device,2026-06-05 11:56:59,10.38.6.12,"Hyderabad, IN",17.385,78.4867,device_health,certificate,success,27,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,56216,HTTPS,normal,0,none,Expected behavioural baseline,11,4,0,0,0,24,0.0,1.2684921353464038,0,0,0,0,0,entity,0,3,1,3,7,1,0.0,0.0,0,0.5046736871596432,6.47766212382381e-05,0,22.71,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000581,user_030,user,2026-06-05 12:06:45,10.119.63.224,"Delhi, IN",28.6139,77.209,project_share,token,success,162,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,60169,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,34,0.0,1.0216830627929416,0,0,0,0,0,entity,0,4,1,6,17,0,0.0,0.0,0,0.8582595954710297,0.0003801203832085662,0,38.64,Medium,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000582,user_004,user,2026-06-05 12:20:59,10.40.55.246,"New York, US",40.7128,-74.006,crm,token,success,46,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,211021,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,29,0.0,0.0133181182795368,0,0,0,0,0,entity,0,2,1,2,10,0,0.0,0.0,0,0.408943955653576,0.0007806285888870405,0,18.45,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000583,user_028,user,2026-06-05 12:22:36,10.109.105.120,"Singapore, SG",1.3521,103.8198,email,token,success,10,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,398943,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,28,0.5,1.3763482950256127,0,0,0,0,0,entity,0,2,1,3,11,0,0.0,0.0,0,0.220744973095436,0.010904895738833078,0,10.53,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000584,user_028,user,2026-06-05 12:23:00,10.109.105.120,"Singapore, SG",1.3521,103.8198,email,password,success,93,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,57383,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,28,0.5,1.047725729111447,0,0,0,0,0,entity,0,3,1,4,12,0,0.0,0.0,0,0.4706324017618129,0.000564016223832172,0,21.21,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000585,svc_055,service_account,2026-06-05 12:23:24,10.165.130.103,"London, UK",51.5072,-0.1276,api_gateway,certificate,success,139,token_auth > api_read > api_write > logout,Linux-Server|service-agent,11911,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,23,1.0,1.8709570798931148,0,0,0,0,0,entity,0,1,1,1,6,1,0.0,0.0,0,0.3347426130859122,0.003047133866251982,1,15.23,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000586,user_015,user,2026-06-05 12:23:49,10.161.40.203,"Mumbai, IN",19.076,72.8777,project_share,token,success,92,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,487820,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,29,2.0,2.0078662108219363,0,0,0,0,0,entity,0,3,1,4,9,1,0.0,0.0,0,0.7328042334688648,0.002214285714285714,0,33.1,Medium,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000587,user_013,user,2026-06-05 12:24:42,10.68.35.64,"Tokyo, JP",35.6762,139.65,analytics_dashboard,password,success,33,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,369722,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,26,2.0,1.4329884420345067,0,0,0,0,0,entity,0,1,1,3,9,1,0.0,0.0,0,0.10029376576471634,0.0002486724618618439,1,4.53,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000588,user_010,user,2026-06-05 12:30:34,10.119.97.70,"Hyderabad, IN",17.385,78.4867,employee_portal,token,success,105,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,456097,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,28,2.0,1.791283923304867,0,0,0,0,0,entity,0,1,1,2,10,0,0.0,0.0,0,0.25700046820201283,0.0050012755102040824,0,11.84,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000589,user_008,user,2026-06-05 12:32:10,10.117.162.214,"Singapore, SG",1.3521,103.8198,crm,token,success,171,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,420302,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,29,0.0,0.7213197248274932,0,0,0,0,0,entity,0,1,1,4,11,0,0.0,0.0,0,0.17575856841357268,0.0003801203832085662,0,7.93,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000590,user_015,user,2026-06-05 12:37:22,10.161.40.203,"Mumbai, IN",19.076,72.8777,project_share,password,success,133,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,414365,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,29,2.0,1.5029991900370672,0,0,0,0,0,entity,0,4,1,5,10,0,0.0,0.0,0,0.8117252956823937,0.0002486724618618439,0,36.54,Medium,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000591,user_024,user,2026-06-05 12:48:37,10.58.16.87,"Mumbai, IN",19.076,72.8777,project_share,token,success,176,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,69158,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,29,1.0,1.4378902031308147,0,0,0,0,0,entity,0,1,1,3,5,1,0.0,0.0,0,0.038688556184443376,0.0003801203832085662,1,1.76,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000592,user_038,user,2026-06-05 12:49:12,10.53.171.184,"New York, US",40.7128,-74.006,crm,token,success,151,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,181607,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,25,1.0,0.8891384155262646,0,0,0,0,0,entity,0,1,1,2,9,1,0.0,0.0,0,0.0,0.0007806285888870405,1,0.04,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000593,user_003,user,2026-06-05 12:49:39,10.115.150.72,"Singapore, SG",1.3521,103.8198,analytics_dashboard,token,success,16,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,220408,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,32,0.0,0.1181979123753896,0,0,0,0,0,entity,0,1,1,3,13,0,0.0,0.0,0,0.17762973801241763,0.0003801203832085662,0,8.01,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000594,user_034,user,2026-06-05 12:50:06,10.49.75.56,"Tokyo, JP",35.6762,139.65,email,token,success,57,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,25938,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,27,2.0,2.062402014630396,0,0,0,0,0,entity,0,1,1,1,9,1,0.0,0.0,0,0.5227024819431862,0.023878252908299445,1,20.0,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000595,user_019,user,2026-06-05 12:50:12,10.96.195.42,"Hyderabad, IN",17.385,78.4867,employee_portal,token,success,100,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,171698,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,27,2.0,0.5138493691579512,0,0,0,0,0,entity,0,1,1,1,10,0,0.0,0.0,0,0.22516163923453386,6.47766212382381e-05,0,10.14,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000596,user_015,user,2026-06-05 12:53:37,10.161.40.203,"Mumbai, IN",19.076,72.8777,employee_portal,password,success,41,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,113938,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,29,2.0,0.5618797760419717,0,0,0,0,0,entity,0,3,1,6,11,0,0.0,0.0,0,0.7052820947372112,0.0002486724618618439,0,31.75,Medium,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000597,user_023,user,2026-06-05 12:55:51,10.103.171.167,"Hyderabad, IN",17.385,78.4867,analytics_dashboard,token,success,29,login > open_dashboard > read_resource > logout,macOS-15|Chrome|managed,243450,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,26,0.0,0.0071507664384425,0,0,0,0,0,entity,0,1,1,3,8,1,0.0,0.0,0,0.23727696103752915,0.0003801203832085662,1,10.7,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000598,user_003,user,2026-06-05 12:58:22,10.115.150.72,"Singapore, SG",1.3521,103.8198,employee_portal,token,success,38,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,316972,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,32,0.0,0.5779906393106712,0,0,0,0,0,entity,0,2,1,4,14,0,0.0,0.0,0,0.21485800869912516,0.0003801203832085662,0,9.69,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000599,user_001,user,2026-06-05 12:59:18,10.36.188.27,"Hyderabad, IN",17.385,78.4867,analytics_dashboard,token,success,36,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,20135,HTTPS,normal,0,none,Expected behavioural baseline,12,4,0,0,0,29,1.0,1.254399814001264,0,0,0,0,0,entity,0,1,1,3,3,1,0.0,0.0,0,0.014081274772638026,0.0003801203832085662,1,0.65,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000600,user_011,user,2026-06-05 13:04:34,10.211.8.207,"Bengaluru, IN",12.9716,77.5946,email,password,success,54,login > open_dashboard > read_resource > logout,Windows-11|Edge|managed,474604,HTTPS,normal,0,none,Expected behavioural baseline,13,4,0,0,0,30,2.0,1.388271479112282,0,0,0,0,0,entity,0,1,1,1,4,1,0.0,0.0,0,0.27706039562473017,0.0002486724618618439,1,12.48,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000601,device_057,edge_device,2026-06-05 13:13:19,10.156.130.30,"New York, US",40.7128,-74.006,telemetry_endpoint,certificate,success,81,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,410020,HTTPS,normal,0,none,Expected behavioural baseline,13,4,0,0,0,29,1.0,0.9990729075141364,0,0,0,0,0,entity,0,1,1,3,11,0,0.0,0.0,0,0.0,6.47766212382381e-05,0,0.0,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000602,device_060,edge_device,2026-06-05 13:26:00,10.104.178.76,"Singapore, SG",1.3521,103.8198,telemetry_endpoint,certificate,success,39,device_connect > telemetry_send > heartbeat,EdgeOS-3.2|HTTPS|device,215410,HTTPS,normal,0,none,Expected behavioural baseline,13,4,0,0,0,26,0.0,0.551131815548715,0,0,0,0,0,entity,0,1,1,1,9,1,0.0,0.0,0,0.2590123471428446,0.00046528482691671224,1,11.68,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000603,user_003,user,2026-06-05 13:28:29,10.115.150.72,"Singapore, SG",1.3521,103.8198,crm,token,success,37,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,465303,HTTPS,normal,0,none,Expected behavioural baseline,13,4,0,0,0,32,1.0,1.6473989494484564,0,0,0,0,0,entity,0,3,1,5,15,0,0.0,0.0,0,0.5680808027825782,0.001572483636244134,0,25.65,Medium,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000604,svc_055,service_account,2026-06-05 13:28:39,10.165.130.103,"London, UK",51.5072,-0.1276,api_gateway,token,success,43,token_auth > api_read > api_write > logout,Linux-Server|service-agent,468419,HTTPS,normal,0,none,Expected behavioural baseline,13,4,0,0,0,23,0.0,1.4520668616688457,0,0,0,0,0,entity,0,1,1,2,7,1,0.0,0.0,0,0.17497089188596124,0.0021659384947193836,1,7.99,Low,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
evt_000605,user_003,user,2026-06-05 13:29:02,10.115.150.72,"Singapore, SG",1.3521,103.8198,employee_portal,password,success,16,login > open_dashboard > read_resource > logout,Windows-11|Chrome|managed,419769,HTTPS,normal,0,none,Expected behavioural baseline,13,4,0,0,0,32,1.0,1.319116675386973,0,0,0,0,0,entity,0,4,1,6,16,0,0.0,0.0,0,0.794848295606038,0.000564016223832172,0,35.8,Medium,0,train,normal,No strong rule-based deviation; alert derives from behaviour model.
